Agg(open=19.98, high=20, low=19.83, close=19.83, volume=1065, vwap=19.9572, timestamp=1692000000000, transactions=32, otc=None)
Agg(open=19.89, high=19.89, low=19.89, close=19.89, volume=300, vwap=19.8893, timestamp=1692090000000, transactions=2, otc=None)
Agg(open=19.83, high=19.83, low=19.83, close=19.83, volume=252, vwap=19.83, timestamp=1692093600000, transactions=2, otc=None)
Agg(open=19.76, high=19.76, low=19.76, close=19.76, volume=291, vwap=19.7562, timestamp=1692097200000, transactions=5, otc=None)
Agg(open=19.75, high=19.838, low=19.7, close=19.8, volume=3819, vwap=19.7411, timestamp=1692100800000, transactions=38, otc=None)
Agg(open=19.8, high=19.8, low=19.37, close=19.43, volume=224119, vwap=19.542, timestamp=1692104400000, transactions=3587, otc=None)
Agg(open=19.42, high=19.46, low=19.09, close=19.36, volume=642133, vwap=19.2436, timestamp=1692108000000, transactions=8438, otc=None)
Agg(open=19.36, high=19.49, low=19.31, close=19.42, volume=231910, vwap=19.3926, timestamp=1692111600000, transactions=3653, otc=None)
Agg(open=19.43, high=19.44, low=19.22, close=19.305, volume=240977, vwap=19.3109, timestamp=1692115200000, transactions=4085, otc=None)
Agg(open=19.305, high=19.435, low=19.3, close=19.37, volume=223713, vwap=19.3752, timestamp=1692118800000, transactions=3635, otc=None)
Agg(open=19.3699, high=19.405, low=19.28, close=19.33, volume=174374, vwap=19.338, timestamp=1692122400000, transactions=3561, otc=None)
Agg(open=19.33, high=19.34, low=19.13, close=19.325, volume=444586, vwap=19.2492, timestamp=1692126000000, transactions=6058, otc=None)
Agg(open=19.33, high=19.33, low=19.29, close=19.3, volume=1692, vwap=19.303, timestamp=1692129600000, transactions=15, otc=None)
Agg(open=19.31, high=19.32, low=19.3, close=19.3, volume=1398, vwap=19.3066, timestamp=1692133200000, transactions=12, otc=None)
Agg(open=19.3, high=19.3, low=19.2613, close=19.27, volume=2329, vwap=19.2642, timestamp=1692136800000, transactions=7, otc=None)
Agg(open=19.3, high=19.3, low=19.15, close=19.21, volume=6664, vwap=19.243, timestamp=1692140400000, transactions=27, otc=None)
Agg(open=19.3, high=19.3, low=19.23, close=19.28, volume=1481, vwap=19.2761, timestamp=1692176400000, transactions=27, otc=None)
Agg(open=19.28, high=19.28, low=19.28, close=19.28, volume=282, vwap=19.2892, timestamp=1692180000000, transactions=10, otc=None)
Agg(open=19.24, high=19.33, low=19.21, close=19.27, volume=1876, vwap=19.2581, timestamp=1692187200000, transactions=44, otc=None)
Agg(open=19.23, high=19.34, low=19.15, close=19.255, volume=202819, vwap=19.2527, timestamp=1692190800000, transactions=2845, otc=None)
Agg(open=19.25, high=19.25, low=18.91, close=18.93, volume=483729, vwap=19.051, timestamp=1692194400000, transactions=6510, otc=None)
Agg(open=18.93, high=18.98, low=18.555, close=18.605, volume=731666, vwap=18.7671, timestamp=1692198000000, transactions=8337, otc=None)
Agg(open=18.6, high=18.79, low=18.55, close=18.77, volume=300852, vwap=18.6705, timestamp=1692201600000, transactions=4851, otc=None)
Agg(open=18.77, high=18.8862, low=18.605, close=18.81, volume=312341, vwap=18.7223, timestamp=1692205200000, transactions=4165, otc=None)
Agg(open=18.81, high=18.84, low=18.67, close=18.7285, volume=226118, vwap=18.7494, timestamp=1692208800000, transactions=3280, otc=None)
Agg(open=18.7216, high=18.73, low=18.57, close=18.6, volume=451426, vwap=18.6451, timestamp=1692212400000, transactions=5512, otc=None)
Agg(open=18.55, high=18.67, low=18.55, close=18.55, volume=168866, vwap=18.59, timestamp=1692216000000, transactions=123, otc=None)
Agg(open=18.56, high=18.8365, low=18.55, close=18.6, volume=3592, vwap=18.5887, timestamp=1692219600000, transactions=27, otc=None)
Agg(open=18.7, high=18.85, low=18.64, close=18.78, volume=2278, vwap=18.7854, timestamp=1692223200000, transactions=14, otc=None)
Agg(open=18.7, high=18.7, low=18.7, close=18.7, volume=665, vwap=18.7001, timestamp=1692226800000, transactions=3, otc=None)
Agg(open=18.79, high=18.79, low=18.79, close=18.79, volume=535, vwap=18.7906, timestamp=1692259200000, transactions=8, otc=None)
Agg(open=18.68, high=18.79, low=18.68, close=18.78, volume=1151, vwap=18.7729, timestamp=1692262800000, transactions=18, otc=None)
Agg(open=18.7, high=18.7, low=18.65, close=18.65, volume=653, vwap=18.6882, timestamp=1692266400000, transactions=13, otc=None)
Agg(open=18.79, high=18.9, low=18.79, close=18.9, volume=1788, vwap=18.7921, timestamp=1692270000000, transactions=37, otc=None)
Agg(open=18.79, high=19, low=18.7, close=18.75, volume=2407, vwap=18.8273, timestamp=1692273600000, transactions=49, otc=None)
Agg(open=18.74, high=18.81, low=18.47, close=18.55, volume=223413, vwap=18.6333, timestamp=1692277200000, transactions=3233, otc=None)
Agg(open=18.5775, high=18.64, low=18.3, close=18.389, volume=413136, vwap=18.4469, timestamp=1692280800000, transactions=5977, otc=None)
Agg(open=18.385, high=18.5426, low=18.3647, close=18.46, volume=232507, vwap=18.431, timestamp=1692284400000, transactions=4067, otc=None)
Agg(open=18.45, high=18.55, low=18.32, close=18.485, volume=275395, vwap=18.4121, timestamp=1692288000000, transactions=3916, otc=None)
Agg(open=18.485, high=18.4894, low=18.38, close=18.4499, volume=154896, vwap=18.4188, timestamp=1692291600000, transactions=2585, otc=None)
Agg(open=18.449, high=18.56, low=18.4212, close=18.461, volume=162367, vwap=18.4777, timestamp=1692295200000, transactions=2993, otc=None)
Agg(open=18.45, high=18.52, low=18.34, close=18.38, volume=454222, vwap=18.4258, timestamp=1692298800000, transactions=5836, otc=None)
Agg(open=18.4, high=18.48, low=18.33, close=18.39, volume=11439, vwap=18.3742, timestamp=1692302400000, transactions=114, otc=None)
Agg(open=18.4067, high=18.5, low=18.35, close=18.47, volume=5440, vwap=18.4544, timestamp=1692306000000, transactions=53, otc=None)
Agg(open=18.4, high=18.49, low=18.3401, close=18.38, volume=1725, vwap=18.3906, timestamp=1692309600000, transactions=24, otc=None)
Agg(open=18.4, high=18.4, low=18.3, close=18.3, volume=3237, vwap=18.3755, timestamp=1692313200000, transactions=33, otc=None)
Agg(open=18.4, high=18.4, low=18.4, close=18.4, volume=100, vwap=18.4, timestamp=1692345600000, transactions=1, otc=None)
Agg(open=18.39, high=18.39, low=18.35, close=18.35, volume=330, vwap=18.3653, timestamp=1692349200000, transactions=11, otc=None)
Agg(open=18.3, high=18.3, low=18.2, close=18.2, volume=5040, vwap=18.2675, timestamp=1692356400000, transactions=100, otc=None)
Agg(open=18.3003, high=18.3003, low=18.1508, close=18.1886, volume=12464, vwap=18.205, timestamp=1692360000000, transactions=101, otc=None)
Agg(open=18.1725, high=18.66, low=18.14, close=18.51, volume=350298, vwap=18.4067, timestamp=1692363600000, transactions=3703, otc=None)
Agg(open=18.52, high=18.53, low=18.265, close=18.45, volume=315822, vwap=18.4031, timestamp=1692367200000, transactions=5361, otc=None)
Agg(open=18.455, high=18.65, low=18.43, close=18.485, volume=241436, vwap=18.5053, timestamp=1692370800000, transactions=4227, otc=None)
Agg(open=18.49, high=18.6, low=18.45, close=18.5, volume=177528, vwap=18.5222, timestamp=1692374400000, transactions=3128, otc=None)
Agg(open=18.5024, high=18.53, low=18.35, close=18.53, volume=153868, vwap=18.4364, timestamp=1692378000000, transactions=2611, otc=None)
Agg(open=18.54, high=18.54, low=18.41, close=18.46, volume=138694, vwap=18.4877, timestamp=1692381600000, transactions=2833, otc=None)
Agg(open=18.45, high=18.51, low=18.34, close=18.36, volume=431802, vwap=18.4297, timestamp=1692385200000, transactions=5356, otc=None)
Agg(open=18.36, high=18.4, low=18.35, close=18.37, volume=30885, vwap=18.3634, timestamp=1692388800000, transactions=62, otc=None)
Agg(open=18.37, high=18.37, low=18.3, close=18.35, volume=2509, vwap=18.3478, timestamp=1692392400000, transactions=23, otc=None)
Agg(open=18.31, high=18.38, low=18.31, close=18.38, volume=3262, vwap=18.3628, timestamp=1692396000000, transactions=17, otc=None)
Agg(open=18.38, high=18.4199, low=18.34, close=18.4199, volume=1956, vwap=18.3632, timestamp=1692399600000, transactions=18, otc=None)
