Agg(open=18.41, high=19, low=18.41, close=18.99, volume=7913, vwap=18.8177, timestamp=1672736400000, transactions=172, otc=None)
Agg(open=16.1086, high=16.27, low=15.89, close=16.2399, volume=1429331.0, vwap=16.0598, timestamp=1672948800000, transactions=17267, otc=None)
Agg(open=16.22, high=16.29, low=16, close=16.23, volume=8771, vwap=16.1912, timestamp=1672952400000, transactions=97, otc=None)
Agg(open=16.24, high=16.25, low=16.18, close=16.25, volume=7113, vwap=16.2164, timestamp=1672956000000, transactions=35, otc=None)
Agg(open=16.24, high=16.24, low=16.16, close=16.2, volume=4497, vwap=16.2017, timestamp=1672959600000, transactions=49, otc=None)
Agg(open=16.22, high=16.24, low=16.18, close=16.2, volume=6740, vwap=16.2248, timestamp=1672963200000, transactions=54, otc=None)
Agg(open=16.2, high=16.2, low=15.77, close=15.77, volume=10135, vwap=15.8748, timestamp=1672995600000, transactions=219, otc=None)
Agg(open=15.81, high=15.87, low=15.8, close=15.81, volume=4172, vwap=15.8379, timestamp=1672999200000, transactions=89, otc=None)
Agg(open=15.81, high=15.9, low=15.77, close=15.77, volume=5192, vwap=15.8524, timestamp=1673002800000, transactions=79, otc=None)
Agg(open=15.85, high=16.07, low=15.83, close=15.91, volume=8196, vwap=15.9316, timestamp=1673006400000, transactions=129, otc=None)
Agg(open=15.8204, high=16.36, low=15.8, close=16.35, volume=96295, vwap=16.0054, timestamp=1673010000000, transactions=977, otc=None)
Agg(open=16.4, high=16.466, low=15.66, close=15.8746, volume=819651, vwap=15.9036, timestamp=1673013600000, transactions=9085, otc=None)
Agg(open=15.88, high=16.05, low=15.41, close=15.94, volume=1088379.0, vwap=15.6785, timestamp=1673017200000, transactions=11895, otc=None)
Agg(open=15.94, high=16.31, low=15.88, close=16.03, volume=553053, vwap=16.0487, timestamp=1673020800000, transactions=6555, otc=None)
Agg(open=16.035, high=16.05, low=15.86, close=15.929, volume=275132, vwap=15.9623, timestamp=1673024400000, transactions=4591, otc=None)
Agg(open=15.93, high=16.19, low=15.8313, close=16, volume=307951, vwap=15.9914, timestamp=1673028000000, transactions=4735, otc=None)
Agg(open=16.01, high=16.15, low=15.95, close=16.0899, volume=306567, vwap=16.0432, timestamp=1673031600000, transactions=4501, otc=None)
Agg(open=16.09, high=16.57, low=16.055, close=16.46, volume=1190500.0, vwap=16.3753, timestamp=1673035200000, transactions=10892, otc=None)
Agg(open=16.46, high=16.46, low=16.2087, close=16.32, volume=9459, vwap=16.3736, timestamp=1673038800000, transactions=110, otc=None)
Agg(open=16.32, high=16.32, low=16.3, close=16.32, volume=2970, vwap=16.313, timestamp=1673042400000, transactions=34, otc=None)
Agg(open=16.32, high=16.32, low=16.3, close=16.3, volume=2124, vwap=16.3029, timestamp=1673046000000, transactions=27, otc=None)
Agg(open=16.2, high=16.37, low=16.2, close=16.33, volume=6098, vwap=16.3216, timestamp=1673049600000, transactions=30, otc=None)
