Agg(open=7, high=7.03, low=6.985, close=7.005, volume=83129, vwap=7.0071, timestamp=1682341200000, transactions=683, otc=None)
Agg(open=6.56, high=6.56, low=6.56, close=6.56, volume=30431, vwap=6.56, timestamp=1682539200000, transactions=10, otc=None)
Agg(open=6.6, high=6.675, low=6.6, close=6.675, volume=93001, vwap=6.641, timestamp=1682600400000, transactions=863, otc=None)
Agg(open=6.67, high=6.71, low=6.65, close=6.67, volume=159400, vwap=6.6835, timestamp=1682604000000, transactions=1452, otc=None)
Agg(open=6.675, high=6.78, low=6.67, close=6.775, volume=279491, vwap=6.7215, timestamp=1682607600000, transactions=1578, otc=None)
Agg(open=6.775, high=6.79, low=6.76, close=6.76, volume=66523, vwap=6.7747, timestamp=1682611200000, transactions=632, otc=None)
Agg(open=6.765, high=6.79, low=6.76, close=6.79, volume=100118, vwap=6.7763, timestamp=1682614800000, transactions=872, otc=None)
Agg(open=6.785, high=6.85, low=6.78, close=6.845, volume=216131, vwap=6.8165, timestamp=1682618400000, transactions=1405, otc=None)
Agg(open=6.85, high=6.86, low=6.765, close=6.8, volume=916350, vwap=6.7926, timestamp=1682622000000, transactions=4818, otc=None)
Agg(open=6.8, high=6.8, low=6.8, close=6.8, volume=45334, vwap=6.8, timestamp=1682625600000, transactions=18, otc=None)
Agg(open=6.85, high=6.85, low=6.85, close=6.85, volume=470, vwap=6.8499, timestamp=1682629200000, transactions=2, otc=None)
Agg(open=6.75, high=6.805, low=6.74, close=6.74, volume=80438, vwap=6.7766, timestamp=1682686800000, transactions=687, otc=None)
Agg(open=6.75, high=6.84, low=6.745, close=6.76, volume=348034, vwap=6.7988, timestamp=1682690400000, transactions=2629, otc=None)
Agg(open=6.76, high=6.76, low=6.72, close=6.745, volume=291821, vwap=6.7421, timestamp=1682694000000, transactions=2085, otc=None)
Agg(open=6.745, high=6.75, low=6.71, close=6.71, volume=162460, vwap=6.7226, timestamp=1682697600000, transactions=1656, otc=None)
Agg(open=6.71, high=6.725, low=6.67, close=6.685, volume=526572, vwap=6.6948, timestamp=1682701200000, transactions=2587, otc=None)
Agg(open=6.685, high=6.7, low=6.63, close=6.675, volume=446038, vwap=6.6618, timestamp=1682704800000, transactions=2631, otc=None)
Agg(open=6.675, high=6.71, low=6.64, close=6.7, volume=1413898.0, vwap=6.6775, timestamp=1682708400000, transactions=6995, otc=None)
Agg(open=6.7, high=6.7, low=6.7, close=6.7, volume=70495, vwap=6.7, timestamp=1682712000000, transactions=20, otc=None)
