Agg(open=27, high=27, low=27, close=27, volume=638, vwap=26.9996, timestamp=1675076400000, transactions=10, otc=None)
Agg(open=29.0176, high=29.0176, low=29.0176, close=29.0176, volume=275, vwap=29.0176, timestamp=1675375200000, transactions=1, otc=None)
Agg(open=29.9, high=29.9, low=29.5, close=29.5, volume=682, vwap=29.7502, timestamp=1675378800000, transactions=8, otc=None)
Agg(open=29.44, high=29.99, low=29.44, close=29.45, volume=954, vwap=29.6669, timestamp=1675429200000, transactions=13, otc=None)
Agg(open=29.75, high=29.87, low=28.835, close=29.79, volume=563982, vwap=29.4281, timestamp=1675432800000, transactions=5887, otc=None)
Agg(open=29.81, high=29.95, low=29.36, close=29.49, volume=828316, vwap=29.7075, timestamp=1675436400000, transactions=9893, otc=None)
Agg(open=29.49, high=29.88, low=29.465, close=29.465, volume=620678, vwap=29.7225, timestamp=1675440000000, transactions=7546, otc=None)
Agg(open=29.465, high=29.755, low=29.43, close=29.44, volume=396943, vwap=29.6306, timestamp=1675443600000, transactions=4966, otc=None)
Agg(open=29.445, high=29.455, low=29, close=29.195, volume=361852, vwap=29.2827, timestamp=1675447200000, transactions=4741, otc=None)
Agg(open=29.19, high=29.285, low=29.04, close=29.12, volume=422761, vwap=29.1691, timestamp=1675450800000, transactions=5111, otc=None)
Agg(open=29.11, high=29.22, low=28.99, close=29.09, volume=1091826.0, vwap=29.1005, timestamp=1675454400000, transactions=11779, otc=None)
Agg(open=29.07, high=29.07, low=29.06, close=29.06, volume=42954, vwap=29.07, timestamp=1675458000000, transactions=44, otc=None)
Agg(open=29.04, high=29.04, low=29.04, close=29.04, volume=235, vwap=29.04, timestamp=1675461600000, transactions=1, otc=None)
